anc,latitude,block,offensegroup,location,sector,yblock,method,ccn,end_date,longitude,offense_text,neighborhood_cluster,shift,psa,census_tract,ward,bid,octo_record_id,district,xblock,year,report_dat,ucr_rank,offensekey,start_date,voting_precinct,offense,block_group,report_dateonly,report_time,report_hour,report_dayname,report_month,report_weeknum,is_weekend,start_hour,incident_duration_minutes,main_offense,sub_offense,offense_category,method_flag,case_openclose
8F,38.8755588474,1200 - 1299 block of half street se,property,"38.8755588474,-77.0074620773",1D3,134192.169945961,others,25002448,2025-01-05 18:07:00,-77.0074620773,theft f/auto,cluster 27,midnight,106.0,7201.0,8.0,capitol riverfront,,1.0,399352.4887973521,2025,2025-01-07 06:56:48,7,property|theft f/auto,2025-01-05 17:50:00,precinct 131,theft f/auto,007201 1,2025-01-07,06:56:48,6,Tuesday,January,2,False,17,17.0,property,theft f/auto,theft,Others,Closed
1A,38.9295168861,3100 - 3299 block of 14th street nw,property,"38.9295168861,-77.0327298633",3D1,140182.43,others,25026536,,-77.0327298633,theft/other,cluster 2,evening,302.0,2802.0,1.0,,,3.0,397162.06,2025,2025-02-23 17:05:13,6,property|theft/other,2025-02-23 16:27:00,precinct 39,theft/other,002802 1,2025-02-23,17:05:13,17,Sunday,February,8,True,16,,property,theft/other,theft,Others,Open
3C,38.9348242806,3319 - 3499 block of connecticut avenue nw,property,"38.9348242806,-77.0580805327",2D1,140772.69,others,25420008,2024-12-25 11:14:00,-77.0580805327,theft/other,cluster 15,day,203.0,600.0,3.0,,,2.0,394964.33,2025,2025-01-02 11:02:02,6,property|theft/other,2024-12-25 11:10:00,precinct 27,theft/other,000600 2,2025-01-02,11:02:02,11,Thursday,January,1,False,11,4.0,property,theft/other,theft,Others,Closed
2F,38.9131936098,1700 - 1799 block of vermont avenue nw,property,"38.9131936098,-77.0275416816",3D3,138370.26,others,25420083,2024-12-31 17:23:00,-77.0275416816,theft/other,cluster 7,evening,307.0,5001.0,2.0,,,3.0,397611.37,2025,2025-01-08 20:31:05,6,property|theft/other,2024-12-31 17:21:00,precinct 16,theft/other,005001 1,2025-01-08,20:31:05,20,Wednesday,January,2,False,17,2.0,property,theft/other,theft,Others,Closed
6C,38.9025123226,500 - 599 block of k street ne,property,"38.9025123226,-76.9989762604",5D1,137184.19,others,25420756,2025-01-31 08:00:00,-76.9989762604,theft f/auto,cluster 25,day,501.0,10602.0,6.0,,,5.0,400088.8,2025,2025-02-22 07:31:56,7,property|theft f/auto,2025-01-31 00:01:00,precinct 83,theft f/auto,010602 4,2025-02-22,07:31:56,7,Saturday,February,8,True,0,479.0,property,theft f/auto,theft,Others,Closed
5E,38.9172625117,14 - 55 block of rhode island avenue ne,property,"38.9172625117,-77.0077252976",5D1,138821.61,others,25022443,2025-02-15 11:40:00,-77.0077252976,motor vehicle theft,cluster 21,day,502.0,9203.0,5.0,,,5.0,399330.04,2025,2025-02-15 13:50:58,8,property|motor vehicle theft,2025-02-14 21:00:00,precinct 135,motor vehicle theft,009203 2,2025-02-15,13:50:58,13,Saturday,February,7,True,21,880.0,property,motor vehicle theft,theft,Others,Closed
3B,38.9337607693,3300 - 3399 block of new mexico avenue nw,property,"38.9337607693,-77.0859841914",2D2,140656.54,others,25025407,2025-02-21 12:08:00,-77.0859841914,theft/other,cluster 14,day,205.0,803.0,3.0,,,2.0,392544.93,2025,2025-02-21 13:13:27,6,property|theft/other,2025-02-21 12:05:00,precinct 10,theft/other,000803 2,2025-02-21,13:13:27,13,Friday,February,8,False,12,3.0,property,theft/other,theft,Others,Closed
5E,38.9079022003,1300 - 1399 block of 1st street nw,property,"38.9079022003,-77.0121662427",3D2,137782.58,others,25018630,2025-02-07 07:00:00,-77.0121662427,theft f/auto,cluster 21,evening,308.0,4600.0,5.0,,,3.0,398944.77,2025,2025-02-07 18:44:08,7,property|theft f/auto,2025-02-05 18:00:00,precinct 19,theft f/auto,004600 1,2025-02-07,18:44:08,18,Friday,February,6,False,18,2220.0,property,theft f/auto,theft,Others,Closed
5E,38.9091046346,1400 - 1499 block of 1st street nw,violent,"38.9091046346,-77.0121617206",3D2,137916.06,gun,25019641,,-77.0121617206,robbery,cluster 21,evening,308.0,4600.0,5.0,,,3.0,398945.18,2025,2025-02-09 22:33:18,4,violent|robbery,2025-02-09 20:53:00,precinct 19,robbery,004600 1,2025-02-09,22:33:18,22,Sunday,February,6,True,20,,violent,robbery,robbery,Weapon,Open
5C,38.9222166046,900 - 999 block of rhode island avenue ne,property,"38.9222166046,-76.9931402028",5D2,139371.55,others,25020481,2025-02-11 11:35:00,-76.9931402028,motor vehicle theft,cluster 22,day,505.0,9102.0,5.0,,,5.0,400594.86,2025,2025-02-11 13:49:00,8,property|motor vehicle theft,2025-02-11 11:25:00,precinct 72,motor vehicle theft,009102 4,2025-02-11,13:49:00,13,Tuesday,February,7,False,11,10.0,property,motor vehicle theft,theft,Others,Closed
7B,38.8751138974,2500 - 2599 block of n street se,property,"38.8751138974,-76.9687403825",6D2,134143.2150979156,others,25025319,2025-02-21 10:00:00,-76.9687403825,motor vehicle theft,cluster 34,day,605.0,7709.0,7.0,,,6.0,402712.5259524701,2025,2025-02-21 09:45:44,8,property|motor vehicle theft,2025-02-21 08:58:00,precinct 111,motor vehicle theft,007709 1,2025-02-21,09:45:44,9,Friday,February,8,False,8,62.0,property,motor vehicle theft,theft,Others,Closed
2G,38.9079040025,1300 - 1399 block of 5th street nw,property,"38.9079040025,-77.0189313904",3D2,137782.88,others,25025559,2025-02-21 17:27:00,-77.0189313904,motor vehicle theft,cluster 7,evening,308.0,4802.0,2.0,,,3.0,398358.0,2025,2025-02-21 21:05:20,8,property|motor vehicle theft,2025-02-21 00:02:00,precinct 18,motor vehicle theft,004802 1,2025-02-21,21:05:20,21,Friday,February,8,False,0,1045.0,property,motor vehicle theft,theft,Others,Closed
1B,38.9195164096,200 - 399 block of w street nw,violent,"38.9195164096,-77.0163371523",3D2,139071.91,gun,25028347,2025-02-26 22:00:00,-77.0163371523,assault w/dangerous weapon,cluster 3,evening,306.0,3400.0,1.0,,,3.0,398583.24,2025,2025-02-26 22:09:15,3,violent|assault w/dangerous weapon,2025-02-26 21:07:00,precinct 20,assault w/dangerous weapon,003400 1,2025-02-26,22:09:15,22,Wednesday,February,9,False,21,53.0,violent,assault w/dangerous weapon,assault,Weapon,Closed
7D,38.8963053556,3400 - 3499 block of benning road ne,property,"38.8963053556,-76.9561517906",6D3,136496.08,others,25027545,2025-02-25 15:20:00,-76.9561517906,theft/other,cluster 32,day,603.0,9604.0,7.0,,,6.0,403803.76,2025,2025-02-25 14:27:40,6,property|theft/other,2025-02-25 13:47:00,precinct 101,theft/other,009604 2,2025-02-25,14:27:40,14,Tuesday,February,9,False,13,93.0,property,theft/other,theft,Others,Closed
7B,38.8594171847,3600 - 3629 block of camden street se,property,"38.8594171847,-76.9556604318",6D2,132401.234264299,others,25420794,2025-02-22 16:30:00,-76.9556604318,theft/other,cluster 35,midnight,606.0,7603.0,7.0,,,6.0,403848.3734735242,2025,2025-02-26 05:32:09,6,property|theft/other,2025-02-21 20:30:00,precinct 110,theft/other,007603 3,2025-02-26,05:32:09,5,Wednesday,February,9,False,20,1200.0,property,theft/other,theft,Others,Closed
1E,38.9199457131,2200 - 2399 block of 8th street nw,property,"38.9199457131,-77.0229641255",3D2,139119.69,others,25003579,2025-01-08 19:50:00,-77.0229641255,motor vehicle theft,cluster 3,evening,305.0,3500.0,1.0,,,3.0,398008.56,2025,2025-01-08 20:26:06,8,property|motor vehicle theft,2025-01-08 19:47:00,precinct 37,motor vehicle theft,003500 3,2025-01-08,20:26:06,20,Wednesday,January,2,False,19,3.0,property,motor vehicle theft,theft,Others,Closed
7C,38.9032818748,920 - 999 block of 52nd street ne,violent,"38.9032818748,-76.9251108586",6D1,137272.2804768194,knife,25005115,2025-01-11 23:50:00,-76.9251108586,sex abuse,cluster 31,midnight,608.0,7809.0,7.0,,,6.0,406495.8739559811,2025,2025-01-12 04:49:25,2,violent|sex abuse,2025-01-11 23:30:00,precinct 94,sex abuse,007809 1,2025-01-12,04:49:25,4,Sunday,January,2,True,23,20.0,violent,sex abuse,sex offense,Weapon,Closed
5F,38.9166367605,1922 - 1999 block of 3rd street ne,violent,"38.9166367605,-77.0020312802",5D1,138752.12,gun,25011522,2025-01-25 00:52:00,-77.0020312802,robbery,cluster 21,midnight,502.0,8702.0,5.0,,,5.0,399823.84,2025,2025-01-25 00:52:42,4,violent|robbery,2025-01-24 23:11:00,precinct 75,robbery,008702 1,2025-01-25,00:52:42,0,Saturday,January,4,True,23,101.0,violent,robbery,robbery,Weapon,Closed
7D,38.9046431657,4200 - 4299 block of lane place ne,property,"38.9046431657,-76.9424470226",6D1,137422.3039329586,others,25007586,,-76.9424470226,theft/other,cluster 29,evening,601.0,9601.0,7.0,,,6.0,404992.0424025856,2025,2025-01-16 21:10:57,6,property|theft/other,2025-01-16 20:41:00,precinct 92,theft/other,009601 1,2025-01-16,21:10:57,21,Thursday,January,3,False,20,,property,theft/other,theft,Others,Open
5C,38.9264284806,2804 - 2898 block of bladensburg road ne,property,"38.9264284806,-76.9636287941",5D2,139839.71,others,25012486,2025-01-27 00:32:00,-76.9636287941,theft/other,cluster 24,midnight,503.0,11100.0,5.0,,,5.0,403153.81,2025,2025-01-27 01:50:20,6,property|theft/other,2025-01-26 21:35:00,precinct 71,theft/other,011100 1,2025-01-27,01:50:20,1,Monday,January,5,False,21,177.0,property,theft/other,theft,Others,Closed
1A,38.9295168861,3100 - 3299 block of 14th street nw,property,"38.9295168861,-77.0327298633",3D1,140182.43,others,25016064,,-77.0327298633,theft/other,cluster 2,evening,302.0,2802.0,1.0,,,3.0,397162.06,2025,2025-02-02 19:52:09,6,property|theft/other,2025-02-02 19:00:00,precinct 39,theft/other,002802 1,2025-02-02,19:52:09,19,Sunday,February,5,True,19,,property,theft/other,theft,Others,Open
4C,38.938148387,3800 - 3899 block of georgia avenue nw,property,"38.938148387,-77.024583415",4D3,141140.38,others,25017384,2025-02-05 08:00:00,-77.024583415,motor vehicle theft,cluster 18,day,404.0,2503.0,4.0,,,4.0,397868.68,2025,2025-02-05 11:02:44,8,property|motor vehicle theft,2025-02-05 04:00:00,precinct 47,motor vehicle theft,002503 2,2025-02-05,11:02:44,11,Wednesday,February,6,False,4,240.0,property,motor vehicle theft,theft,Others,Closed
2A,38.9058508976,1200 - 1249 block of 22nd street nw,property,"38.9058508976,-77.0488063042",2D3,137555.93,others,25007781,2025-01-17 09:47:00,-77.0488063042,theft/other,cluster 5,day,208.0,5501.0,2.0,,,2.0,395766.7,2025,2025-01-17 10:58:43,6,property|theft/other,2025-01-17 09:45:00,precinct 4,theft/other,005501 1,2025-01-17,10:58:43,10,Friday,January,3,False,9,2.0,property,theft/other,theft,Others,Closed
4B,38.9832785932,7700 - 7799 block of georgia avenue nw,violent,"38.9832785932,-77.0265659172",4D1,146150.3,others,25004530,2025-01-10 20:48:00,-77.0265659172,robbery,cluster 17,evening,401.0,10300.0,4.0,,,4.0,397698.26,2025,2025-01-10 20:28:52,4,violent|robbery,2025-01-10 19:40:00,precinct 63,robbery,010300 2,2025-01-10,20:28:52,20,Friday,January,2,False,19,68.0,violent,robbery,robbery,Others,Closed
8F,38.8792863775,1 - 69 block of i street se,property,"38.8792863775,-77.0082611251",1D3,134605.96,others,25021386,2025-02-13 12:40:00,-77.0082611251,theft/other,cluster 27,day,106.0,7202.0,6.0,capitol riverfront,,1.0,399283.19,2025,2025-02-13 12:50:00,6,property|theft/other,2025-02-13 12:23:00,precinct 131,theft/other,007202 2,2025-02-13,12:50:00,12,Thursday,February,7,False,12,17.0,property,theft/other,theft,Others,Closed
6C,38.9002033642,600 - 699 block of h street ne,property,"38.9002033642,-76.9973048161",1D2,136927.88,others,25003846,2025-01-09 12:20:00,-76.9973048161,theft/other,cluster 25,day,104.0,8302.0,6.0,,,1.0,400233.79,2025,2025-01-09 13:11:49,6,property|theft/other,2025-01-09 11:47:00,precinct 83,theft/other,008302 2,2025-01-09,13:11:49,13,Thursday,January,2,False,11,33.0,property,theft/other,theft,Others,Closed
1D,38.9277956908,1828 - 1899 block of harvard street nw,property,"38.9277956908,-77.0429532621",3D1,139991.73,others,25004414,2025-01-10 19:00:00,-77.0429532621,theft/other,cluster 2,evening,302.0,2702.0,1.0,,,3.0,396275.52,2025,2025-01-10 17:59:31,6,property|theft/other,2025-01-09 13:00:00,precinct 39,theft/other,002702 4,2025-01-10,17:59:31,17,Friday,January,2,False,13,1800.0,property,theft/other,theft,Others,Closed
5C,38.9185275009,3300 - 3599 block of v street ne,property,"38.9185275009,-76.9586040722",5D2,138962.82,others,25025780,2025-02-22 01:48:00,-76.9586040722,theft f/auto,cluster 24,midnight,503.0,11100.0,5.0,,,5.0,403589.91,2025,2025-02-22 01:48:43,7,property|theft f/auto,2025-02-22 00:18:00,precinct 71,theft f/auto,011100 1,2025-02-22,01:48:43,1,Saturday,February,8,True,0,90.0,property,theft f/auto,theft,Others,Closed
1B,38.9166925833,400 - 499 block of u street nw,violent,"38.9166925833,-77.0180739801",3D2,138758.47,gun,25008529,2025-01-18 18:48:00,-77.0180739801,robbery,cluster 3,evening,306.0,3400.0,1.0,,,3.0,398432.56,2025,2025-01-18 19:48:04,4,violent|robbery,2025-01-18 18:46:00,precinct 37,robbery,003400 3,2025-01-18,19:48:04,19,Saturday,January,3,True,18,2.0,violent,robbery,robbery,Weapon,Closed
2C,38.9025250378,1600 - 1699 block of k street nw,violent,"38.9025250378,-77.0375258276",2D3,137186.27,gun,25016220,2025-02-03 06:12:00,-77.0375258276,assault w/dangerous weapon,cluster 6,midnight,207.0,10700.0,2.0,golden triangle,,2.0,396744.98,2025,2025-02-03 06:57:53,3,violent|assault w/dangerous weapon,2025-02-03 04:56:00,precinct 17,assault w/dangerous weapon,010700 1,2025-02-03,06:57:53,6,Monday,February,6,False,4,76.0,violent,assault w/dangerous weapon,assault,Weapon,Closed
5F,38.9189852167,200 - 299 block of rhode island avenue ne,property,"38.9189852167,-77.0027718847",5D1,139012.82,others,25002533,2025-01-03 12:06:00,-77.0027718847,theft/other,cluster 21,evening,502.0,9203.0,5.0,,,5.0,399759.62,2025,2025-01-05 22:26:04,6,property|theft/other,2024-12-19 10:48:00,precinct 74,theft/other,009203 2,2025-01-05,22:26:04,22,Sunday,January,1,True,10,21678.0,property,theft/other,theft,Others,Closed
7D,38.9017577568,3701 - 3810 block of hayes street ne,property,"38.9017577568,-76.9486368283",6D1,137101.68,others,25003027,2025-01-07 15:44:00,-76.9486368283,motor vehicle theft,cluster 30,evening,601.0,9602.0,7.0,,,6.0,404455.33,2025,2025-01-07 17:06:04,8,property|motor vehicle theft,2025-01-07 14:56:00,precinct 100,motor vehicle theft,009602 2,2025-01-07,17:06:04,17,Tuesday,January,2,False,14,48.0,property,motor vehicle theft,theft,Others,Closed
3F,38.9553618526,5000 - 5099 block of connecticut avenue nw,property,"38.9553618526,-77.0700218345",2D1,143053.27,others,25007525,2025-01-16 18:03:00,-77.0700218345,theft/other,cluster 10,evening,203.0,1402.0,3.0,,,2.0,393930.75,2025,2025-01-16 19:25:48,6,property|theft/other,2025-01-16 17:59:00,precinct 138,theft/other,001402 3,2025-01-16,19:25:48,19,Thursday,January,3,False,17,4.0,property,theft/other,theft,Others,Closed
5D,38.9094049494,1300 - 1399 block of 5th street ne,property,"38.9094049494,-76.9975459006",5D1,137949.33,others,25006516,2025-01-14 15:00:00,-76.9975459006,theft f/auto,cluster 23,evening,501.0,8803.0,5.0,,,5.0,400212.85,2025,2025-01-14 19:41:13,7,property|theft f/auto,2025-01-14 12:15:00,precinct 76,theft f/auto,008803 2,2025-01-14,19:41:13,19,Tuesday,January,3,False,12,165.0,property,theft f/auto,theft,Others,Closed
7F,38.8848378094,3700 - 3899 block of d street se,property,"38.8848378094,-76.949555782",6D3,135223.388282918,others,25022971,2025-02-10 17:00:00,-76.949555782,theft/other,cluster 32,evening,603.0,7703.0,7.0,,,6.0,404376.6562580145,2025,2025-02-16 15:58:25,6,property|theft/other,2025-02-09 22:00:00,precinct 107,theft/other,007703 3,2025-02-16,15:58:25,15,Sunday,February,7,True,22,1140.0,property,theft/other,theft,Others,Closed
8F,38.8759392734,1200 - 1253 block of 1st street se,property,"38.8759392734,-77.0058665631",1D3,134234.39,others,25000968,2025-01-02 21:23:00,-77.0058665631,motor vehicle theft,cluster 27,evening,106.0,7201.0,8.0,capitol riverfront,,1.0,399490.94,2025,2025-01-02 21:37:06,8,property|motor vehicle theft,2025-01-02 19:57:00,precinct 131,motor vehicle theft,007201 1,2025-01-02,21:37:06,21,Thursday,January,1,False,19,86.0,property,motor vehicle theft,theft,Others,Closed
5E,38.9114662301,16 - 59 block of florida avenue nw,violent,"38.9114662301,-77.0106365829",3D2,138178.2,gun,25000496,2025-01-01 22:59:00,-77.0106365829,robbery,cluster 21,midnight,308.0,4600.0,5.0,,,3.0,399077.49,2025,2025-01-01 23:28:32,4,violent|robbery,2025-01-01 22:28:00,precinct 19,robbery,004600 1,2025-01-01,23:28:32,23,Wednesday,January,1,False,22,31.0,violent,robbery,robbery,Weapon,Closed
3C,38.9241998122,2600 - 2649 block of connecticut avenue nw,property,"38.9241998122,-77.0519031245",2D2,139592.96,others,25007721,2025-01-17 07:44:00,-77.0519031245,theft/other,cluster 15,day,204.0,501.0,3.0,,,2.0,395499.25,2025,2025-01-17 08:15:45,6,property|theft/other,2025-01-17 07:41:00,precinct 136,theft/other,000501 1,2025-01-17,08:15:45,8,Friday,January,3,False,7,3.0,property,theft/other,theft,Others,Closed
6C,38.8972039407,1 - 99 block of massachusetts avenue ne,property,"38.8972039407,-77.0083879302",1D1,136594.95,others,25013740,2025-01-28 19:30:00,-77.0083879302,motor vehicle theft,cluster 25,day,102.0,10603.0,6.0,capitol hill,,1.0,399272.37,2025,2025-01-29 12:04:24,8,property|motor vehicle theft,2025-01-28 19:20:00,precinct 144,motor vehicle theft,010603 1,2025-01-29,12:04:24,12,Wednesday,January,5,False,19,10.0,property,motor vehicle theft,theft,Others,Closed
4B,38.9598183524,630 - 799 block of oglethorpe street ne,property,"38.9598183524,-76.9967163227",4D2,143545.66,others,25007990,2025-01-17 17:17:00,-76.9967163227,motor vehicle theft,cluster 19,evening,406.0,9507.0,4.0,,,4.0,400284.6,2025,2025-01-17 17:17:37,8,property|motor vehicle theft,2025-01-13 12:00:00,precinct 65,motor vehicle theft,009507 1,2025-01-17,17:17:37,17,Friday,January,3,False,12,6077.0,property,motor vehicle theft,theft,Others,Closed
5F,38.916996336,100 - 139 block of u street ne,property,"38.916996336,-77.0058177053",5D1,138792.05,others,25020339,2025-02-11 08:35:00,-77.0058177053,motor vehicle theft,cluster 21,day,502.0,8701.0,5.0,,,5.0,399495.47,2025,2025-02-11 08:34:47,8,property|motor vehicle theft,2025-02-10 20:00:00,precinct 75,motor vehicle theft,008701 2,2025-02-11,08:34:47,8,Tuesday,February,7,False,20,755.0,property,motor vehicle theft,theft,Others,Closed
5A,38.9444453537,80 - 99 block of webster street ne,property,"38.9444453537,-77.0061320927",4D2,141839.13,others,25017022,2025-02-04 16:09:00,-77.0061320927,theft f/auto,cluster 19,evening,405.0,9510.0,5.0,,,4.0,399468.41,2025,2025-02-04 20:25:24,7,property|theft f/auto,2025-02-04 14:07:00,precinct 44,theft f/auto,009510 2,2025-02-04,20:25:24,20,Tuesday,February,6,False,14,122.0,property,theft f/auto,theft,Others,Closed
6E,38.9007593761,800 - 899 block of new jersey avenue nw,property,"38.9007593761,-77.0131109228",1D1,136989.68,others,25011503,2025-01-22 08:00:00,-77.0131109228,theft f/auto,cluster 8,evening,102.0,4702.0,6.0,noma,,1.0,398862.72,2025,2025-01-24 22:52:30,7,property|theft f/auto,2025-01-13 17:00:00,precinct 1,theft f/auto,004702 1,2025-01-24,22:52:30,22,Friday,January,4,False,17,12420.0,property,theft f/auto,theft,Others,Closed
1A,38.9264150674,1400 - 1499 block of harvard street nw,property,"38.9264150674,-77.0339452299",3D1,139838.14,others,25004417,2025-01-10 16:49:00,-77.0339452299,motor vehicle theft,cluster 2,evening,302.0,2802.0,1.0,,,3.0,397056.55,2025,2025-01-10 20:56:37,8,property|motor vehicle theft,2025-01-10 15:35:00,precinct 36,motor vehicle theft,002802 2,2025-01-10,20:56:37,20,Friday,January,2,False,15,74.0,property,motor vehicle theft,theft,Others,Closed
8C,38.8397584184,3500 - 3599 block of martin luther king jr avenue se,property,"38.8397584184,-77.0047042826",7D2,130218.048406273,others,25026882,2025-02-24 11:53:00,-77.0047042826,theft f/auto,cluster 39,day,707.0,10400.0,8.0,,,7.0,399591.5877415739,2025,2025-02-24 12:01:53,7,property|theft f/auto,2025-02-24 10:02:00,precinct 124,theft f/auto,010400 1,2025-02-24,12:01:53,12,Monday,February,9,False,10,111.0,property,theft f/auto,theft,Others,Closed
5C,38.9196974243,2117 - 2299 block of bladensburg road ne,property,"38.9196974243,-76.9705258",5D2,139092.29,others,25019249,2025-02-09 01:30:00,-76.9705258,theft/other,cluster 22,midnight,503.0,11100.0,5.0,,,5.0,402556.0,2025,2025-02-09 03:12:38,6,property|theft/other,2025-02-08 21:00:00,precinct 71,theft/other,011100 1,2025-02-09,03:12:38,3,Sunday,February,6,True,21,270.0,property,theft/other,theft,Others,Closed
